eo_id,station_id,acquisition_date,abs_day_diff,s2_cloud_cover,s2_solar_zenith,s2_solar_azimuth,s2_view_zenith,s2_view_azimuth,s2_mgrs_tile,s2_item_id
S2_FI_00000144,10937,2023-01-09,1.0,99.982816,83.1955587192166,172.675740224137,,,35VNH,S2B_MSIL2A_20230109T094259_R036_T35VNH_20240810T094942
S2_FI_00000145,10937,2023-01-09,1.0,99.982816,83.1955587192166,172.675740224137,,,35VNH,S2B_MSIL2A_20230109T094259_R036_T35VNH_20240810T094942
S2_FI_00000146,10937,2023-01-09,1.0,99.982816,83.1955587192166,172.675740224137,,,35VNH,S2B_MSIL2A_20230109T094259_R036_T35VNH_20240810T094942
S2_FI_00000147,10937,2023-01-09,1.0,99.982816,83.1955587192166,172.675740224137,,,35VNH,S2B_MSIL2A_20230109T094259_R036_T35VNH_20240810T094942
S2_FI_00000148,10937,2023-01-09,1.0,99.982816,83.1955587192166,172.675740224137,,,35VNH,S2B_MSIL2A_20230109T094259_R036_T35VNH_20240810T094942
S2_FI_00000149,10937,2023-01-09,1.0,99.982816,83.1955587192166,172.675740224137,,,35VNH,S2B_MSIL2A_20230109T094259_R036_T35VNH_20240810T094942
S2_FI_00000150,10937,2023-02-08,1.0,99.763161,76.2475474357969,170.41768004929,,,35VNH,S2B_MSIL2A_20230208T094049_R036_T35VNH_20240813T101951
S2_FI_00000151,10937,2023-02-08,1.0,99.763161,76.2475474357969,170.41768004929,,,35VNH,S2B_MSIL2A_20230208T094049_R036_T35VNH_20240813T101951
S2_FI_00000152,10937,2023-02-08,1.0,99.763161,76.2475474357969,170.41768004929,,,35VNH,S2B_MSIL2A_20230208T094049_R036_T35VNH_20240813T101951
S2_FI_00000153,10937,2023-02-08,1.0,99.763161,76.2475474357969,170.41768004929,,,35VNH,S2B_MSIL2A_20230208T094049_R036_T35VNH_20240813T101951
S2_FI_00000154,10937,2023-02-08,1.0,99.763161,76.2475474357969,170.41768004929,,,35VNH,S2B_MSIL2A_20230208T094049_R036_T35VNH_20240813T101951
S2_FI_00000155,10937,2023-02-08,1.0,99.763161,76.2475474357969,170.41768004929,,,35VNH,S2B_MSIL2A_20230208T094049_R036_T35VNH_20240813T101951
S2_FI_00000156,10937,2023-02-28,1.0,26.003328,69.2171016172935,170.208667846854,,,35VNH,S2B_MSIL2A_20230228T094029_R036_T35VNH_20230301T181338
S2_FI_00000157,10937,2023-02-28,1.0,26.003328,69.2171016172935,170.208667846854,,,35VNH,S2B_MSIL2A_20230228T094029_R036_T35VNH_20230301T181338
S2_FI_00000158,10937,2023-02-28,1.0,26.003328,69.2171016172935,170.208667846854,,,35VNH,S2B_MSIL2A_20230228T094029_R036_T35VNH_20230301T181338
S2_FI_00000159,10937,2023-02-28,1.0,26.003328,69.2171016172935,170.208667846854,,,35VNH,S2B_MSIL2A_20230228T094029_R036_T35VNH_20230301T181338
S2_FI_00000160,10937,2023-02-28,1.0,26.003328,69.2171016172935,170.208667846854,,,35VNH,S2B_MSIL2A_20230228T094029_R036_T35VNH_20230301T181338
S2_FI_00000161,10937,2023-02-28,1.0,26.003328,69.2171016172935,170.208667846854,,,35VNH,S2B_MSIL2A_20230228T094029_R036_T35VNH_20230301T181338
S2_FI_00000162,10937,2023-04-04,0.0,35.110444,55.4169002105759,171.681693098142,,,35VNH,S2A_MSIL2A_20230404T094031_R036_T35VNH_20240825T224659
S2_FI_00000163,10937,2023-04-04,0.0,35.110444,55.4169002105759,171.681693098142,,,35VNH,S2A_MSIL2A_20230404T094031_R036_T35VNH_20240825T224659
S2_FI_00000164,10937,2023-04-04,0.0,35.110444,55.4169002105759,171.681693098142,,,35VNH,S2A_MSIL2A_20230404T094031_R036_T35VNH_20240825T224659
S2_FI_00000165,10937,2023-04-04,0.0,35.110444,55.4169002105759,171.681693098142,,,35VNH,S2A_MSIL2A_20230404T094031_R036_T35VNH_20240825T224659
S2_FI_00000166,10937,2023-04-04,0.0,35.110444,55.4169002105759,171.681693098142,,,35VNH,S2A_MSIL2A_20230404T094031_R036_T35VNH_20240825T224659
S2_FI_00000167,10937,2023-04-04,0.0,35.110444,55.4169002105759,171.681693098142,,,35VNH,S2A_MSIL2A_20230404T094031_R036_T35VNH_20240825T224659
S2_FI_00000168,10937,2023-05-16,0.0,100.0,42.1086134427927,169.155704697923,,,35VNH,S2B_MSIL2A_20230516T092559_R136_T35VNH_20230516T135124
S2_FI_00000169,10937,2023-05-16,0.0,100.0,42.1086134427927,169.155704697923,,,35VNH,S2B_MSIL2A_20230516T092559_R136_T35VNH_20230516T135124
S2_FI_00000170,10937,2023-05-16,0.0,100.0,42.1086134427927,169.155704697923,,,35VNH,S2B_MSIL2A_20230516T092559_R136_T35VNH_20230516T135124
S2_FI_00000171,10937,2023-05-16,0.0,100.0,42.1086134427927,169.155704697923,,,35VNH,S2B_MSIL2A_20230516T092559_R136_T35VNH_20230516T135124
S2_FI_00000172,10937,2023-05-16,0.0,100.0,42.1086134427927,169.155704697923,,,35VNH,S2B_MSIL2A_20230516T092559_R136_T35VNH_20230516T135124
S2_FI_00000173,10937,2023-05-16,0.0,100.0,42.1086134427927,169.155704697923,,,35VNH,S2B_MSIL2A_20230516T092559_R136_T35VNH_20230516T135124
S2_FI_00000174,10937,2023-06-08,1.0,90.519845,38.216586513725,171.285207644664,,,35VNH,S2B_MSIL2A_20230608T093549_R036_T35VNH_20240911T145836
S2_FI_00000175,10937,2023-06-08,1.0,90.519845,38.216586513725,171.285207644664,,,35VNH,S2B_MSIL2A_20230608T093549_R036_T35VNH_20240911T145836
S2_FI_00000176,10937,2023-06-08,1.0,90.519845,38.216586513725,171.285207644664,,,35VNH,S2B_MSIL2A_20230608T093549_R036_T35VNH_20240911T145836
S2_FI_00000177,10937,2023-06-08,1.0,90.519845,38.216586513725,171.285207644664,,,35VNH,S2B_MSIL2A_20230608T093549_R036_T35VNH_20240911T145836
S2_FI_00000178,10937,2023-06-08,1.0,90.519845,38.216586513725,171.285207644664,,,35VNH,S2B_MSIL2A_20230608T093549_R036_T35VNH_20240911T145836
S2_FI_00000179,10937,2023-06-08,1.0,90.519845,38.216586513725,171.285207644664,,,35VNH,S2B_MSIL2A_20230608T093549_R036_T35VNH_20240911T145836
S2_FI_00000180,10937,2023-07-03,1.0,90.499061,38.2002205763434,169.336651536226,,,35VNH,S2A_MSIL2A_20230703T094041_R036_T35VNH_20230703T161416
S2_FI_00000181,10937,2023-07-03,1.0,90.499061,38.2002205763434,169.336651536226,,,35VNH,S2A_MSIL2A_20230703T094041_R036_T35VNH_20230703T161416
S2_FI_00000182,10937,2023-07-03,1.0,90.499061,38.2002205763434,169.336651536226,,,35VNH,S2A_MSIL2A_20230703T094041_R036_T35VNH_20230703T161416
S2_FI_00000183,10937,2023-07-03,1.0,90.499061,38.2002205763434,169.336651536226,,,35VNH,S2A_MSIL2A_20230703T094041_R036_T35VNH_20230703T161416
S2_FI_00000184,10937,2023-07-03,1.0,90.499061,38.2002205763434,169.336651536226,,,35VNH,S2A_MSIL2A_20230703T094041_R036_T35VNH_20230703T161416
S2_FI_00000185,10937,2023-07-03,1.0,90.499061,38.2002205763434,169.336651536226,,,35VNH,S2A_MSIL2A_20230703T094041_R036_T35VNH_20230703T161416
S2_FI_00000186,10937,2023-08-02,1.0,96.141231,43.4118805092743,169.353061671041,,,35VNH,S2A_MSIL2A_20230802T094041_R036_T35VNH_20241026T134447
S2_FI_00000187,10937,2023-08-02,1.0,96.141231,43.4118805092743,169.353061671041,,,35VNH,S2A_MSIL2A_20230802T094041_R036_T35VNH_20241026T134447
S2_FI_00000188,10937,2023-08-02,1.0,96.141231,43.4118805092743,169.353061671041,,,35VNH,S2A_MSIL2A_20230802T094041_R036_T35VNH_20241026T134447
S2_FI_00000189,10937,2023-08-02,1.0,96.141231,43.4118805092743,169.353061671041,,,35VNH,S2A_MSIL2A_20230802T094041_R036_T35VNH_20241026T134447
S2_FI_00000190,10937,2023-08-02,1.0,96.141231,43.4118805092743,169.353061671041,,,35VNH,S2A_MSIL2A_20230802T094041_R036_T35VNH_20241026T134447
S2_FI_00000191,10937,2023-08-02,1.0,96.141231,43.4118805092743,169.353061671041,,,35VNH,S2A_MSIL2A_20230802T094041_R036_T35VNH_20241026T134447
S2_FI_00000192,10937,2023-09-06,1.0,25.755775,54.5450230268766,173.037210687136,,,35VNH,S2B_MSIL2A_20230906T093549_R036_T35VNH_20241029T123722
S2_FI_00000193,10937,2023-09-06,1.0,25.755775,54.5450230268766,173.037210687136,,,35VNH,S2B_MSIL2A_20230906T093549_R036_T35VNH_20241029T123722
S2_FI_00000194,10937,2023-09-06,1.0,25.755775,54.5450230268766,173.037210687136,,,35VNH,S2B_MSIL2A_20230906T093549_R036_T35VNH_20241029T123722
S2_FI_00000195,10937,2023-09-06,1.0,25.755775,54.5450230268766,173.037210687136,,,35VNH,S2B_MSIL2A_20230906T093549_R036_T35VNH_20241029T123722
S2_FI_00000196,10937,2023-09-06,1.0,25.755775,54.5450230268766,173.037210687136,,,35VNH,S2B_MSIL2A_20230906T093549_R036_T35VNH_20241029T123722
S2_FI_00000197,10937,2023-09-06,1.0,25.755775,54.5450230268766,173.037210687136,,,35VNH,S2B_MSIL2A_20230906T093549_R036_T35VNH_20241029T123722
S2_FI_00000198,10937,2023-10-03,0.0,98.598212,64.9324874901792,173.527670900678,,,35VNH,S2B_MSIL2A_20231003T092729_R136_T35VNH_20241101T185340
S2_FI_00000199,10937,2023-10-03,0.0,98.598212,64.9324874901792,173.527670900678,,,35VNH,S2B_MSIL2A_20231003T092729_R136_T35VNH_20241101T185340
S2_FI_00000200,10937,2023-10-03,0.0,98.598212,64.9324874901792,173.527670900678,,,35VNH,S2B_MSIL2A_20231003T092729_R136_T35VNH_20241101T185340
S2_FI_00000201,10937,2023-10-03,0.0,98.598212,64.9324874901792,173.527670900678,,,35VNH,S2B_MSIL2A_20231003T092729_R136_T35VNH_20241101T185340
S2_FI_00000202,10937,2023-10-03,0.0,98.598212,64.9324874901792,173.527670900678,,,35VNH,S2B_MSIL2A_20231003T092729_R136_T35VNH_20241101T185340
S2_FI_00000203,10937,2023-10-03,0.0,98.598212,64.9324874901792,173.527670900678,,,35VNH,S2B_MSIL2A_20231003T092729_R136_T35VNH_20241101T185340
S2_FI_00000204,10937,2023-10-31,1.0,98.521167,74.9373601627832,177.979775918871,,,35VNH,S2A_MSIL2A_20231031T094131_R036_T35VNH_20231031T123124
S2_FI_00000205,10937,2023-10-31,1.0,98.521167,74.9373601627832,177.979775918871,,,35VNH,S2A_MSIL2A_20231031T094131_R036_T35VNH_20231031T123124
S2_FI_00000206,10937,2023-10-31,1.0,98.521167,74.9373601627832,177.979775918871,,,35VNH,S2A_MSIL2A_20231031T094131_R036_T35VNH_20231031T123124
S2_FI_00000207,10937,2023-10-31,1.0,98.521167,74.9373601627832,177.979775918871,,,35VNH,S2A_MSIL2A_20231031T094131_R036_T35VNH_20231031T123124
S2_FI_00000208,10937,2023-10-31,1.0,98.521167,74.9373601627832,177.979775918871,,,35VNH,S2A_MSIL2A_20231031T094131_R036_T35VNH_20231031T123124
S2_FI_00000209,10937,2023-10-31,1.0,98.521167,74.9373601627832,177.979775918871,,,35VNH,S2A_MSIL2A_20231031T094131_R036_T35VNH_20231031T123124
S2_FI_00000210,10937,2023-12-12,0.0,97.809678,84.0992718300985,173.539337116313,,,35VNH,S2B_MSIL2A_20231212T093309_R136_T35VNH_20241112T184056
S2_FI_00000211,10937,2023-12-12,0.0,97.809678,84.0992718300985,173.539337116313,,,35VNH,S2B_MSIL2A_20231212T093309_R136_T35VNH_20241112T184056
S2_FI_00000212,10937,2023-12-12,0.0,97.809678,84.0992718300985,173.539337116313,,,35VNH,S2B_MSIL2A_20231212T093309_R136_T35VNH_20241112T184056
S2_FI_00000213,10937,2023-12-12,0.0,97.809678,84.0992718300985,173.539337116313,,,35VNH,S2B_MSIL2A_20231212T093309_R136_T35VNH_20241112T184056
S2_FI_00000214,10937,2023-12-12,0.0,97.809678,84.0992718300985,173.539337116313,,,35VNH,S2B_MSIL2A_20231212T093309_R136_T35VNH_20241112T184056
S2_FI_00000215,10937,2023-12-12,0.0,97.809678,84.0992718300985,173.539337116313,,,35VNH,S2B_MSIL2A_20231212T093309_R136_T35VNH_20241112T184056
S2_FI_00000216,10937,2024-01-11,1.0,66.126502,83.1315192307082,170.167769768197,,,35VNH,S2B_MSIL2A_20240111T093249_R136_T35VNH_20240115T131524
S2_FI_00000217,10937,2024-01-11,1.0,66.126502,83.1315192307082,170.167769768197,,,35VNH,S2B_MSIL2A_20240111T093249_R136_T35VNH_20240115T131524
S2_FI_00000218,10937,2024-01-11,1.0,66.126502,83.1315192307082,170.167769768197,,,35VNH,S2B_MSIL2A_20240111T093249_R136_T35VNH_20240115T131524
S2_FI_00000219,10937,2024-01-11,1.0,66.126502,83.1315192307082,170.167769768197,,,35VNH,S2B_MSIL2A_20240111T093249_R136_T35VNH_20240115T131524
S2_FI_00000220,10937,2024-01-11,1.0,66.126502,83.1315192307082,170.167769768197,,,35VNH,S2B_MSIL2A_20240111T093249_R136_T35VNH_20240115T131524
S2_FI_00000221,10937,2024-01-11,1.0,66.126502,83.1315192307082,170.167769768197,,,35VNH,S2B_MSIL2A_20240111T093249_R136_T35VNH_20240115T131524
S2_FI_00000222,10937,2024-02-05,1.0,95.914358,77.4704053439036,168.097028163643,,,35VNH,S2A_MSIL2A_20240205T093201_R136_T35VNH_20240205T114107
S2_FI_00000223,10937,2024-02-05,1.0,95.914358,77.4704053439036,168.097028163643,,,35VNH,S2A_MSIL2A_20240205T093201_R136_T35VNH_20240205T114107
S2_FI_00000224,10937,2024-02-05,1.0,95.914358,77.4704053439036,168.097028163643,,,35VNH,S2A_MSIL2A_20240205T093201_R136_T35VNH_20240205T114107
S2_FI_00000225,10937,2024-02-05,1.0,95.914358,77.4704053439036,168.097028163643,,,35VNH,S2A_MSIL2A_20240205T093201_R136_T35VNH_20240205T114107
S2_FI_00000226,10937,2024-02-05,1.0,95.914358,77.4704053439036,168.097028163643,,,35VNH,S2A_MSIL2A_20240205T093201_R136_T35VNH_20240205T114107
S2_FI_00000227,10937,2024-02-05,1.0,95.914358,77.4704053439036,168.097028163643,,,35VNH,S2A_MSIL2A_20240205T093201_R136_T35VNH_20240205T114107
S2_FI_00000228,10937,2024-03-04,1.0,36.642608,67.3867071471209,170.282670092089,,,35VNH,S2B_MSIL2A_20240304T093749_R036_T35VNH_20240304T125337
S2_FI_00000229,10937,2024-03-04,1.0,36.642608,67.3867071471209,170.282670092089,,,35VNH,S2B_MSIL2A_20240304T093749_R036_T35VNH_20240304T125337
S2_FI_00000230,10937,2024-03-04,1.0,36.642608,67.3867071471209,170.282670092089,,,35VNH,S2B_MSIL2A_20240304T093749_R036_T35VNH_20240304T125337
S2_FI_00000231,10937,2024-03-04,1.0,36.642608,67.3867071471209,170.282670092089,,,35VNH,S2B_MSIL2A_20240304T093749_R036_T35VNH_20240304T125337
S2_FI_00000232,10937,2024-03-04,1.0,36.642608,67.3867071471209,170.282670092089,,,35VNH,S2B_MSIL2A_20240304T093749_R036_T35VNH_20240304T125337
S2_FI_00000233,10937,2024-03-04,1.0,36.642608,67.3867071471209,170.282670092089,,,35VNH,S2B_MSIL2A_20240304T093749_R036_T35VNH_20240304T125337
S2_FI_00000234,10937,2024-04-03,1.0,97.458911,55.5111280037107,171.664174869279,,,35VNH,S2B_MSIL2A_20240403T093549_R036_T35VNH_20240403T133535
S2_FI_00000235,10937,2024-04-03,1.0,97.458911,55.5111280037107,171.664174869279,,,35VNH,S2B_MSIL2A_20240403T093549_R036_T35VNH_20240403T133535
S2_FI_00000236,10937,2024-04-03,1.0,97.458911,55.5111280037107,171.664174869279,,,35VNH,S2B_MSIL2A_20240403T093549_R036_T35VNH_20240403T133535
S2_FI_00000237,10937,2024-04-03,1.0,97.458911,55.5111280037107,171.664174869279,,,35VNH,S2B_MSIL2A_20240403T093549_R036_T35VNH_20240403T133535
S2_FI_00000238,10937,2024-04-03,1.0,97.458911,55.5111280037107,171.664174869279,,,35VNH,S2B_MSIL2A_20240403T093549_R036_T35VNH_20240403T133535
S2_FI_00000239,10937,2024-04-03,1.0,97.458911,55.5111280037107,171.664174869279,,,35VNH,S2B_MSIL2A_20240403T093549_R036_T35VNH_20240403T133535
S2_FI_00000240,10937,2024-05-08,1.0,30.803224,43.7231349406598,172.790787883679,,,35VNH,S2A_MSIL2A_20240508T094031_R036_T35VNH_20240508T152742
S2_FI_00000241,10937,2024-05-08,1.0,30.803224,43.7231349406598,172.790787883679,,,35VNH,S2A_MSIL2A_20240508T094031_R036_T35VNH_20240508T152742
S2_FI_00000242,10937,2024-05-08,1.0,30.803224,43.7231349406598,172.790787883679,,,35VNH,S2A_MSIL2A_20240508T094031_R036_T35VNH_20240508T152742
S2_FI_00000243,10937,2024-05-08,1.0,30.803224,43.7231349406598,172.790787883679,,,35VNH,S2A_MSIL2A_20240508T094031_R036_T35VNH_20240508T152742
S2_FI_00000244,10937,2024-05-08,1.0,30.803224,43.7231349406598,172.790787883679,,,35VNH,S2A_MSIL2A_20240508T094031_R036_T35VNH_20240508T152742
S2_FI_00000245,10937,2024-05-08,1.0,30.803224,43.7231349406598,172.790787883679,,,35VNH,S2A_MSIL2A_20240508T094031_R036_T35VNH_20240508T152742
S2_FI_00000246,10937,2024-06-04,0.0,36.4135,38.7496611520196,167.879245143897,,,35VNH,S2A_MSIL2A_20240604T093041_R136_T35VNH_20240604T132058
S2_FI_00000247,10937,2024-06-04,0.0,36.4135,38.7496611520196,167.879245143897,,,35VNH,S2A_MSIL2A_20240604T093041_R136_T35VNH_20240604T132058
S2_FI_00000248,10937,2024-06-04,0.0,36.4135,38.7496611520196,167.879245143897,,,35VNH,S2A_MSIL2A_20240604T093041_R136_T35VNH_20240604T132058
S2_FI_00000249,10937,2024-06-04,0.0,36.4135,38.7496611520196,167.879245143897,,,35VNH,S2A_MSIL2A_20240604T093041_R136_T35VNH_20240604T132058
S2_FI_00000250,10937,2024-06-04,0.0,36.4135,38.7496611520196,167.879245143897,,,35VNH,S2A_MSIL2A_20240604T093041_R136_T35VNH_20240604T132058
S2_FI_00000251,10937,2024-06-04,0.0,36.4135,38.7496611520196,167.879245143897,,,35VNH,S2A_MSIL2A_20240604T093041_R136_T35VNH_20240604T132058
S2_FI_00000252,10937,2024-07-02,0.0,46.898004,38.1794068512968,169.350587999393,,,35VNH,S2B_MSIL2A_20240702T093549_R036_T35VNH_20240702T132058
S2_FI_00000253,10937,2024-07-02,0.0,46.898004,38.1794068512968,169.350587999393,,,35VNH,S2B_MSIL2A_20240702T093549_R036_T35VNH_20240702T132058
S2_FI_00000254,10937,2024-07-02,0.0,46.898004,38.1794068512968,169.350587999393,,,35VNH,S2B_MSIL2A_20240702T093549_R036_T35VNH_20240702T132058
S2_FI_00000255,10937,2024-07-02,0.0,46.898004,38.1794068512968,169.350587999393,,,35VNH,S2B_MSIL2A_20240702T093549_R036_T35VNH_20240702T132058
S2_FI_00000256,10937,2024-07-02,0.0,46.898004,38.1794068512968,169.350587999393,,,35VNH,S2B_MSIL2A_20240702T093549_R036_T35VNH_20240702T132058
S2_FI_00000257,10937,2024-07-02,0.0,46.898004,38.1794068512968,169.350587999393,,,35VNH,S2B_MSIL2A_20240702T093549_R036_T35VNH_20240702T132058
S2_FI_00000258,10937,2024-08-06,0.0,60.432649,44.6693954220926,169.65775268559,,,35VNH,S2A_MSIL2A_20240806T094031_R036_T35VNH_20240806T115350
S2_FI_00000259,10937,2024-08-06,0.0,60.432649,44.6693954220926,169.65775268559,,,35VNH,S2A_MSIL2A_20240806T094031_R036_T35VNH_20240806T115350
S2_FI_00000260,10937,2024-08-06,0.0,60.432649,44.6693954220926,169.65775268559,,,35VNH,S2A_MSIL2A_20240806T094031_R036_T35VNH_20240806T115350
S2_FI_00000261,10937,2024-08-06,0.0,60.432649,44.6693954220926,169.65775268559,,,35VNH,S2A_MSIL2A_20240806T094031_R036_T35VNH_20240806T115350
S2_FI_00000262,10937,2024-08-06,0.0,60.432649,44.6693954220926,169.65775268559,,,35VNH,S2A_MSIL2A_20240806T094031_R036_T35VNH_20240806T115350
S2_FI_00000263,10937,2024-08-06,0.0,60.432649,44.6693954220926,169.65775268559,,,35VNH,S2A_MSIL2A_20240806T094031_R036_T35VNH_20240806T115350
S2_FI_00000264,10937,2024-09-02,1.0,62.506127,53.5543563379985,169.525517597413,,,35VNH,S2A_MSIL2A_20240902T093031_R136_T35VNH_20240902T124949
S2_FI_00000265,10937,2024-09-02,1.0,62.506127,53.5543563379985,169.525517597413,,,35VNH,S2A_MSIL2A_20240902T093031_R136_T35VNH_20240902T124949
S2_FI_00000266,10937,2024-09-02,1.0,62.506127,53.5543563379985,169.525517597413,,,35VNH,S2A_MSIL2A_20240902T093031_R136_T35VNH_20240902T124949
S2_FI_00000267,10937,2024-09-02,1.0,62.506127,53.5543563379985,169.525517597413,,,35VNH,S2A_MSIL2A_20240902T093031_R136_T35VNH_20240902T124949
S2_FI_00000268,10937,2024-09-02,1.0,62.506127,53.5543563379985,169.525517597413,,,35VNH,S2A_MSIL2A_20240902T093031_R136_T35VNH_20240902T124949
S2_FI_00000269,10937,2024-09-02,1.0,62.506127,53.5543563379985,169.525517597413,,,35VNH,S2A_MSIL2A_20240902T093031_R136_T35VNH_20240902T124949
S2_FI_00000270,10937,2024-09-30,1.0,6.764941,63.9655152771795,176.044079053068,,,35VNH,S2B_MSIL2A_20240930T094029_R036_T35VNH_20240930T125406
S2_FI_00000271,10937,2024-09-30,1.0,6.764941,63.9655152771795,176.044079053068,,,35VNH,S2B_MSIL2A_20240930T094029_R036_T35VNH_20240930T125406
S2_FI_00000272,10937,2024-09-30,1.0,6.764941,63.9655152771795,176.044079053068,,,35VNH,S2B_MSIL2A_20240930T094029_R036_T35VNH_20240930T125406
S2_FI_00000273,10937,2024-09-30,1.0,6.764941,63.9655152771795,176.044079053068,,,35VNH,S2B_MSIL2A_20240930T094029_R036_T35VNH_20240930T125406
S2_FI_00000274,10937,2024-09-30,1.0,6.764941,63.9655152771795,176.044079053068,,,35VNH,S2B_MSIL2A_20240930T094029_R036_T35VNH_20240930T125406
S2_FI_00000275,10937,2024-09-30,1.0,6.764941,63.9655152771795,176.044079053068,,,35VNH,S2B_MSIL2A_20240930T094029_R036_T35VNH_20240930T125406
S2_FI_00000276,10937,2024-11-06,0.0,100.0,77.1054745287643,175.537592344122,,,35VNH,S2B_MSIL2A_20241106T093059_R136_T35VNH_20241106T110328
S2_FI_00000277,10937,2024-11-06,0.0,100.0,77.1054745287643,175.537592344122,,,35VNH,S2B_MSIL2A_20241106T093059_R136_T35VNH_20241106T110328
S2_FI_00000278,10937,2024-11-06,0.0,100.0,77.1054745287643,175.537592344122,,,35VNH,S2B_MSIL2A_20241106T093059_R136_T35VNH_20241106T110328
S2_FI_00000279,10937,2024-11-06,0.0,100.0,77.1054745287643,175.537592344122,,,35VNH,S2B_MSIL2A_20241106T093059_R136_T35VNH_20241106T110328
S2_FI_00000280,10937,2024-11-06,0.0,100.0,77.1054745287643,175.537592344122,,,35VNH,S2B_MSIL2A_20241106T093059_R136_T35VNH_20241106T110328
S2_FI_00000281,10937,2024-11-06,0.0,100.0,77.1054745287643,175.537592344122,,,35VNH,S2B_MSIL2A_20241106T093059_R136_T35VNH_20241106T110328
S2_FI_00000282,10937,2024-12-06,3.0,93.714082,83.5688864322581,174.062696874444,,,35VNH,S2B_MSIL2A_20241206T093309_R136_T35VNH_20241206T103412
S2_FI_00000283,10937,2024-12-06,3.0,93.714082,83.5688864322581,174.062696874444,,,35VNH,S2B_MSIL2A_20241206T093309_R136_T35VNH_20241206T103412
S2_FI_00000284,10937,2024-12-06,3.0,93.714082,83.5688864322581,174.062696874444,,,35VNH,S2B_MSIL2A_20241206T093309_R136_T35VNH_20241206T103412
S2_FI_00000285,10937,2024-12-06,3.0,93.714082,83.5688864322581,174.062696874444,,,35VNH,S2B_MSIL2A_20241206T093309_R136_T35VNH_20241206T103412
S2_FI_00000286,10937,2024-12-06,3.0,93.714082,83.5688864322581,174.062696874444,,,35VNH,S2B_MSIL2A_20241206T093309_R136_T35VNH_20241206T103412
S2_FI_00000287,10937,2024-12-06,3.0,93.714082,83.5688864322581,174.062696874444,,,35VNH,S2B_MSIL2A_20241206T093309_R136_T35VNH_20241206T103412
S2_FI_00000756,1340,2023-02-04,4.0,0.085705,77.3423554401115,171.902747602774,,,35VLH,S2B_MSIL2A_20230204T100119_R122_T35VLH_20240816T193823
S2_FI_00000757,1340,2023-02-04,4.0,0.085705,77.3423554401115,171.902747602774,,,35VLH,S2B_MSIL2A_20230204T100119_R122_T35VLH_20240816T193823
S2_FI_00000758,1340,2023-02-04,4.0,0.085705,77.3423554401115,171.902747602774,,,35VLH,S2B_MSIL2A_20230204T100119_R122_T35VLH_20240816T193823
S2_FI_00000759,1340,2023-02-04,4.0,0.085705,77.3423554401115,171.902747602774,,,35VLH,S2B_MSIL2A_20230204T100119_R122_T35VLH_20240816T193823
S2_FI_00000760,1340,2023-02-04,4.0,0.085705,77.3423554401115,171.902747602774,,,35VLH,S2B_MSIL2A_20230204T100119_R122_T35VLH_20240816T193823
S2_FI_00000761,1340,2023-02-04,4.0,0.085705,77.3423554401115,171.902747602774,,,35VLH,S2B_MSIL2A_20230204T100119_R122_T35VLH_20240816T193823
S2_FI_00000762,1340,2023-03-20,2.0,99.862427,61.659444064031,166.772765554928,,,35VLH,S2B_MSIL2A_20230320T094039_R036_T35VLH_20230320T143540
S2_FI_00000763,1340,2023-03-20,2.0,99.862427,61.659444064031,166.772765554928,,,35VLH,S2B_MSIL2A_20230320T094039_R036_T35VLH_20230320T143540
S2_FI_00000764,1340,2023-03-20,2.0,99.862427,61.659444064031,166.772765554928,,,35VLH,S2B_MSIL2A_20230320T094039_R036_T35VLH_20230320T143540
S2_FI_00000765,1340,2023-03-20,2.0,99.862427,61.659444064031,166.772765554928,,,35VLH,S2B_MSIL2A_20230320T094039_R036_T35VLH_20230320T143540
S2_FI_00000766,1340,2023-03-20,2.0,99.862427,61.659444064031,166.772765554928,,,35VLH,S2B_MSIL2A_20230320T094039_R036_T35VLH_20230320T143540
S2_FI_00000767,1340,2023-03-20,2.0,99.862427,61.659444064031,166.772765554928,,,35VLH,S2B_MSIL2A_20230320T094039_R036_T35VLH_20230320T143540
S2_FI_00000768,1340,2023-04-09,3.0,32.662868,53.8056767257027,167.497121691258,,,35VLH,S2B_MSIL2A_20230409T094039_R036_T35VLH_20240825T050634
S2_FI_00000769,1340,2023-04-09,3.0,32.662868,53.8056767257027,167.497121691258,,,35VLH,S2B_MSIL2A_20230409T094039_R036_T35VLH_20240825T050634
S2_FI_00000770,1340,2023-04-09,3.0,32.662868,53.8056767257027,167.497121691258,,,35VLH,S2B_MSIL2A_20230409T094039_R036_T35VLH_20240825T050634
S2_FI_00000771,1340,2023-04-09,3.0,32.662868,53.8056767257027,167.497121691258,,,35VLH,S2B_MSIL2A_20230409T094039_R036_T35VLH_20240825T050634
S2_FI_00000772,1340,2023-04-09,3.0,32.662868,53.8056767257027,167.497121691258,,,35VLH,S2B_MSIL2A_20230409T094039_R036_T35VLH_20240825T050634
S2_FI_00000773,1340,2023-04-09,3.0,32.662868,53.8056767257027,167.497121691258,,,35VLH,S2B_MSIL2A_20230409T094039_R036_T35VLH_20240825T050634
S2_FI_00000774,1340,2023-05-07,2.0,8.379152,44.2566624244271,171.211650958634,,,35VLH,S2A_MSIL2A_20230507T095031_R079_T35VLH_20230507T152634
