sample_id,station_id,lake_id,sample_date,lat,lon,chl_a,doc,secchi_depth,tn,toc,tp,turbidity,eo_id,acquisition_date,abs_day_diff,s2_cloud_cover,s2_solar_zenith,s2_solar_azimuth,s2_view_zenith,s2_view_azimuth,s2_mgrs_tile,s2_item_id,chl_a_ext,conductivity,dissolved_oxygen,doc_ext,oxygen_saturation,ph,suspended_solids,temperature,tn_ext,toc_ext,tp_ext,turbidity_ext,depth_layer,name,lakename,municipality,Municipal,EnvironmentType,WaterManagementAreaCode,WaterManagementArea,WaterbasinCode,Waterbasin,WaterbodyType,WaterbodyType_Id
FI_00000000,10060,10060,2023-01-10,61.41234231212037,29.399668855924936,,,,460.0,,14.0,0.99,S2_FI_00000000,2023-01-09,1.0,100.0,83.9495686515631,174.701184585914,,,36VUP,S2B_MSIL2A_20230109T094259_R036_T36VUP_20240810T094942,,11.0,13.1,,90.0,7.400000000000001,1.4,0.2,460.0,,14.0,0.99,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000001,10060,10060,2023-01-10,61.41234231212037,29.399668855924936,,,,460.0,,14.0,0.99,S2_FI_00000001,2023-02-08,1.0,93.576396,76.9579990738968,172.591596410515,,,36VUP,S2B_MSIL2A_20230208T094049_R036_T36VUP_20240813T101951,,11.0,13.1,,90.0,7.400000000000001,1.4,0.2,460.0,,14.0,0.99,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000002,10060,10060,2023-01-10,61.41234231212037,29.399668855924936,,,,460.0,,14.0,0.99,S2_FI_00000002,2023-03-02,1.0,1.468945,69.343858466529,169.937775894309,,,36VUP,S2A_MSIL2A_20230302T093031_R136_T36VUP_20240818T001539,,11.0,13.1,,90.0,7.400000000000001,1.4,0.2,460.0,,14.0,0.99,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000003,10060,10060,2023-01-10,61.41234231212037,29.399668855924936,,,,460.0,,14.0,0.99,S2_FI_00000003,2023-04-04,0.0,99.095535,56.1577166137602,174.354098219461,,,36VUP,S2A_MSIL2A_20230404T094031_R036_T36VUP_20240825T224659,,11.0,13.1,,90.0,7.400000000000001,1.4,0.2,460.0,,14.0,0.99,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000004,10060,10060,2023-01-10,61.41234231212037,29.399668855924936,,,,460.0,,14.0,0.99,S2_FI_00000004,2023-05-16,0.0,97.098792,42.8035181012733,172.332156664977,,,36VUP,S2B_MSIL2A_20230516T092559_R136_T36VUP_20230516T135152,,11.0,13.1,,90.0,7.400000000000001,1.4,0.2,460.0,,14.0,0.99,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000005,10060,10060,2023-01-10,61.41234231212037,29.399668855924936,,,,460.0,,14.0,0.99,S2_FI_00000005,2023-06-08,1.0,99.798834,38.9559936761273,174.611721935959,,,36VUP,S2B_MSIL2A_20230608T093549_R036_T36VUP_20240911T145836,,11.0,13.1,,90.0,7.400000000000001,1.4,0.2,460.0,,14.0,0.99,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000006,10060,10060,2023-02-07,61.41234231212037,29.399668855924936,,,,450.0,,12.0,1.2,S2_FI_00000006,2023-07-03,1.0,75.950617,38.9007396147205,172.695512198174,,,36VUP,S2A_MSIL2A_20230703T094041_R036_T36VUP_20230703T160840,,10.0,13.199999999999998,,92.0,7.400000000000001,1.4,0.8000000000000002,450.0,,12.0,1.2,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000007,10060,10060,2023-02-07,61.41234231212037,29.399668855924936,,,,450.0,,12.0,1.2,S2_FI_00000007,2023-08-02,1.0,48.658302,44.1102020790594,172.46794329781,,,36VUP,S2A_MSIL2A_20230802T094041_R036_T36VUP_20241026T134447,,10.0,13.199999999999998,,92.0,7.400000000000001,1.4,0.8000000000000002,450.0,,12.0,1.2,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000008,10060,10060,2023-02-07,61.41234231212037,29.399668855924936,,,,450.0,,12.0,1.2,S2_FI_00000008,2023-09-06,1.0,73.384237,55.3125244235365,175.722197764335,,,36VUP,S2B_MSIL2A_20230906T093549_R036_T36VUP_20241029T123722,,10.0,13.199999999999998,,92.0,7.400000000000001,1.4,0.8000000000000002,450.0,,12.0,1.2,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000009,10060,10060,2023-02-07,61.41234231212037,29.399668855924936,,,,450.0,,12.0,1.2,S2_FI_00000009,2023-10-03,0.0,92.818618,65.7068132010519,175.940616296394,,,36VUP,S2B_MSIL2A_20231003T092729_R136_T36VUP_20241101T185340,,10.0,13.199999999999998,,92.0,7.400000000000001,1.4,0.8000000000000002,450.0,,12.0,1.2,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000010,10060,10060,2023-02-07,61.41234231212037,29.399668855924936,,,,450.0,,12.0,1.2,S2_FI_00000010,2023-10-31,1.0,99.70479,75.7938575870609,180.153200766657,,,36VUP,S2A_MSIL2A_20231031T094131_R036_T36VUP_20231031T123121,,10.0,13.199999999999998,,92.0,7.400000000000001,1.4,0.8000000000000002,450.0,,12.0,1.2,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000011,10060,10060,2023-02-07,61.41234231212037,29.399668855924936,,,,450.0,,12.0,1.2,S2_FI_00000011,2023-12-12,0.0,99.998945,84.8699235656593,175.547141097222,,,36VUP,S2B_MSIL2A_20231212T093309_R136_T36VUP_20241112T184056,,10.0,13.199999999999998,,92.0,7.400000000000001,1.4,0.8000000000000002,450.0,,12.0,1.2,0.2,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000012,10060,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000012,2024-01-11,1.0,33.531716,83.8353049672806,172.200297395407,,,36VUP,S2B_MSIL2A_20240111T093249_R136_T36VUP_20240115T133546,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000013,10060,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000013,2024-02-05,1.0,98.976678,78.1330391035184,170.253268834647,,,36VUP,S2A_MSIL2A_20240205T093201_R136_T36VUP_20240205T120659,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000014,10060,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000014,2024-03-04,1.0,98.448539,68.0964564356208,172.654905785832,,,36VUP,S2B_MSIL2A_20240304T093749_R036_T36VUP_20240304T125250,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000015,10060,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000015,2024-04-03,1.0,98.026425,56.2515713826813,174.333996500009,,,36VUP,S2B_MSIL2A_20240403T093549_R036_T36VUP_20240403T123347,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000016,10060,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000016,2024-05-08,1.0,60.460007,44.489601501528,175.846140210308,,,36VUP,S2A_MSIL2A_20240508T094031_R036_T36VUP_20240508T152414,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000017,10060,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000017,2024-06-04,0.0,72.996634,39.4201988486304,171.234600551114,,,36VUP,S2A_MSIL2A_20240604T093041_R136_T36VUP_20240604T132445,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000018,10060,10060,2023-04-04,61.41234231212037,29.399668855924936,3.5,,,480.0,,11.0,1.3999999999999997,S2_FI_00000018,2024-07-02,0.0,54.129487,38.8802200831921,172.710260363885,,,36VUP,S2B_MSIL2A_20240702T093549_R036_T36VUP_20240702T131737,3.5,9.8,13.199999999999998,,94.0,7.3,1.0,1.3,480.0,,11.0,1.3999999999999997,0.3,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000019,10060,10060,2023-04-04,61.41234231212037,29.399668855924936,3.5,,,480.0,,11.0,1.3999999999999997,S2_FI_00000019,2024-08-06,0.0,96.116793,45.373329075886,172.716876594584,,,36VUP,S2A_MSIL2A_20240806T094031_R036_T36VUP_20240806T115350,3.5,9.8,13.199999999999998,,94.0,7.3,1.0,1.3,480.0,,11.0,1.3999999999999997,0.3,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000020,10060,10060,2023-04-04,61.41234231212037,29.399668855924936,3.5,,,480.0,,11.0,1.3999999999999997,S2_FI_00000020,2024-09-02,1.0,63.18385,54.252295871139,172.275508080318,,,36VUP,S2A_MSIL2A_20240902T093031_R136_T36VUP_20240902T124949,3.5,9.8,13.199999999999998,,94.0,7.3,1.0,1.3,480.0,,11.0,1.3999999999999997,0.3,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000021,10060,10060,2023-04-04,61.41234231212037,29.399668855924936,3.5,,,480.0,,11.0,1.3999999999999997,S2_FI_00000021,2024-09-30,1.0,0.456575,64.7882043387046,178.460586922937,,,36VUP,S2B_MSIL2A_20240930T094029_R036_T36VUP_20240930T125406,3.5,9.8,13.199999999999998,,94.0,7.3,1.0,1.3,480.0,,11.0,1.3999999999999997,0.3,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000022,10060,10060,2023-04-04,61.41234231212037,29.399668855924936,3.5,,,480.0,,11.0,1.3999999999999997,S2_FI_00000022,2024-11-06,0.0,100.0,77.9159188554642,177.678959482762,,,36VUP,S2B_MSIL2A_20241106T093059_R136_T36VUP_20241106T110328,3.5,9.8,13.199999999999998,,94.0,7.3,1.0,1.3,480.0,,11.0,1.3999999999999997,0.3,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000023,10060,10060,2023-04-04,61.41234231212037,29.399668855924936,3.5,,,480.0,,11.0,1.3999999999999997,S2_FI_00000023,2024-12-06,3.0,99.74854,84.3498159151991,176.08011434179,,,36VUP,S2B_MSIL2A_20241206T093309_R136_T36VUP_20241206T103412,3.5,9.8,13.199999999999998,,94.0,7.3,1.0,1.3,480.0,,11.0,1.3999999999999997,0.3,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000024,10060,10060,2023-05-16,61.41234231212037,29.399668855924936,3.7000000000000006,,,510.0,,19.0,4.6,S2_FI_00000024,2023-01-09,1.0,99.982816,83.1955587192166,172.675740224137,,,35VNH,S2B_MSIL2A_20230109T094259_R036_T35VNH_20240810T094942,3.7000000000000006,7.5,9.5,,89.0,7.5,6.3,12.5,510.0,,19.0,4.6,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000025,10060,10060,2023-05-16,61.41234231212037,29.399668855924936,3.7000000000000006,,,510.0,,19.0,4.6,S2_FI_00000025,2023-02-08,1.0,99.763161,76.2475474357969,170.41768004929,,,35VNH,S2B_MSIL2A_20230208T094049_R036_T35VNH_20240813T101951,3.7000000000000006,7.5,9.5,,89.0,7.5,6.3,12.5,510.0,,19.0,4.6,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000026,10060,10060,2023-05-16,61.41234231212037,29.399668855924936,3.7000000000000006,,,510.0,,19.0,4.6,S2_FI_00000026,2023-02-28,1.0,26.003328,69.2171016172935,170.208667846854,,,35VNH,S2B_MSIL2A_20230228T094029_R036_T35VNH_20230301T181338,3.7000000000000006,7.5,9.5,,89.0,7.5,6.3,12.5,510.0,,19.0,4.6,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000027,10060,10060,2023-05-16,61.41234231212037,29.399668855924936,3.7000000000000006,,,510.0,,19.0,4.6,S2_FI_00000027,2023-04-04,0.0,35.110444,55.4169002105759,171.681693098142,,,35VNH,S2A_MSIL2A_20230404T094031_R036_T35VNH_20240825T224659,3.7000000000000006,7.5,9.5,,89.0,7.5,6.3,12.5,510.0,,19.0,4.6,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000028,10060,10060,2023-05-16,61.41234231212037,29.399668855924936,3.7000000000000006,,,510.0,,19.0,4.6,S2_FI_00000028,2023-05-16,0.0,100.0,42.1086134427927,169.155704697923,,,35VNH,S2B_MSIL2A_20230516T092559_R136_T35VNH_20230516T135124,3.7000000000000006,7.5,9.5,,89.0,7.5,6.3,12.5,510.0,,19.0,4.6,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000029,10060,10060,2023-05-16,61.41234231212037,29.399668855924936,3.7000000000000006,,,510.0,,19.0,4.6,S2_FI_00000029,2023-06-08,1.0,90.519845,38.216586513725,171.285207644664,,,35VNH,S2B_MSIL2A_20230608T093549_R036_T35VNH_20240911T145836,3.7000000000000006,7.5,9.5,,89.0,7.5,6.3,12.5,510.0,,19.0,4.6,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000030,10060,10060,2023-06-07,61.41234231212037,29.399668855924936,2.7999999999999994,,,520.0,,15.0,2.2,S2_FI_00000030,2023-07-03,1.0,90.499061,38.2002205763434,169.336651536226,,,35VNH,S2A_MSIL2A_20230703T094041_R036_T35VNH_20230703T161416,2.7999999999999994,9.0,9.1,,90.0,7.400000000000001,3.4,14.699999999999998,520.0,,15.0,2.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000031,10060,10060,2023-06-07,61.41234231212037,29.399668855924936,2.7999999999999994,,,520.0,,15.0,2.2,S2_FI_00000031,2023-08-02,1.0,96.141231,43.4118805092743,169.353061671041,,,35VNH,S2A_MSIL2A_20230802T094041_R036_T35VNH_20241026T134447,2.7999999999999994,9.0,9.1,,90.0,7.400000000000001,3.4,14.699999999999998,520.0,,15.0,2.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000032,10060,10060,2023-06-07,61.41234231212037,29.399668855924936,2.7999999999999994,,,520.0,,15.0,2.2,S2_FI_00000032,2023-09-06,1.0,25.755775,54.5450230268766,173.037210687136,,,35VNH,S2B_MSIL2A_20230906T093549_R036_T35VNH_20241029T123722,2.7999999999999994,9.0,9.1,,90.0,7.400000000000001,3.4,14.699999999999998,520.0,,15.0,2.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000033,10060,10060,2023-06-07,61.41234231212037,29.399668855924936,2.7999999999999994,,,520.0,,15.0,2.2,S2_FI_00000033,2023-10-03,0.0,98.598212,64.9324874901792,173.527670900678,,,35VNH,S2B_MSIL2A_20231003T092729_R136_T35VNH_20241101T185340,2.7999999999999994,9.0,9.1,,90.0,7.400000000000001,3.4,14.699999999999998,520.0,,15.0,2.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000034,10060,10060,2023-06-07,61.41234231212037,29.399668855924936,2.7999999999999994,,,520.0,,15.0,2.2,S2_FI_00000034,2023-10-31,1.0,98.521167,74.9373601627832,177.979775918871,,,35VNH,S2A_MSIL2A_20231031T094131_R036_T35VNH_20231031T123124,2.7999999999999994,9.0,9.1,,90.0,7.400000000000001,3.4,14.699999999999998,520.0,,15.0,2.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000035,10060,10060,2023-06-07,61.41234231212037,29.399668855924936,2.7999999999999994,,,520.0,,15.0,2.2,S2_FI_00000035,2023-12-12,0.0,97.809678,84.0992718300985,173.539337116313,,,35VNH,S2B_MSIL2A_20231212T093309_R136_T35VNH_20241112T184056,2.7999999999999994,9.0,9.1,,90.0,7.400000000000001,3.4,14.699999999999998,520.0,,15.0,2.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000036,10060,10060,2023-07-04,61.41234231212037,29.399668855924936,1.1,,,770.0,,22.0,3.1,S2_FI_00000036,2024-01-11,1.0,66.126502,83.1315192307082,170.167769768197,,,35VNH,S2B_MSIL2A_20240111T093249_R136_T35VNH_20240115T131524,1.1,10.0,7.3,,80.0,7.3,4.3,19.8,770.0,,22.0,3.1,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000037,10060,10060,2023-07-04,61.41234231212037,29.399668855924936,1.1,,,770.0,,22.0,3.1,S2_FI_00000037,2024-02-05,1.0,95.914358,77.4704053439036,168.097028163643,,,35VNH,S2A_MSIL2A_20240205T093201_R136_T35VNH_20240205T114107,1.1,10.0,7.3,,80.0,7.3,4.3,19.8,770.0,,22.0,3.1,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000038,10060,10060,2023-07-04,61.41234231212037,29.399668855924936,1.1,,,770.0,,22.0,3.1,S2_FI_00000038,2024-03-04,1.0,36.642608,67.3867071471209,170.282670092089,,,35VNH,S2B_MSIL2A_20240304T093749_R036_T35VNH_20240304T125337,1.1,10.0,7.3,,80.0,7.3,4.3,19.8,770.0,,22.0,3.1,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000039,10060,10060,2023-07-04,61.41234231212037,29.399668855924936,1.1,,,770.0,,22.0,3.1,S2_FI_00000039,2024-04-03,1.0,97.458911,55.5111280037107,171.664174869279,,,35VNH,S2B_MSIL2A_20240403T093549_R036_T35VNH_20240403T133535,1.1,10.0,7.3,,80.0,7.3,4.3,19.8,770.0,,22.0,3.1,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000040,10060,10060,2023-07-04,61.41234231212037,29.399668855924936,1.1,,,770.0,,22.0,3.1,S2_FI_00000040,2024-05-08,1.0,30.803224,43.7231349406598,172.790787883679,,,35VNH,S2A_MSIL2A_20240508T094031_R036_T35VNH_20240508T152742,1.1,10.0,7.3,,80.0,7.3,4.3,19.8,770.0,,22.0,3.1,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000041,10060,10060,2023-07-04,61.41234231212037,29.399668855924936,1.1,,,770.0,,22.0,3.1,S2_FI_00000041,2024-06-04,0.0,36.4135,38.7496611520196,167.879245143897,,,35VNH,S2A_MSIL2A_20240604T093041_R136_T35VNH_20240604T132058,1.1,10.0,7.3,,80.0,7.3,4.3,19.8,770.0,,22.0,3.1,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000042,10060,10060,2023-08-01,61.41234231212037,29.399668855924936,2.3,,,480.0,,16.0,2.4,S2_FI_00000042,2024-07-02,0.0,46.898004,38.1794068512968,169.350587999393,,,35VNH,S2B_MSIL2A_20240702T093549_R036_T35VNH_20240702T132058,2.3,8.9,7.5,,83.0,7.400000000000001,3.8,20.3,480.0,,16.0,2.4,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000043,10060,10060,2023-08-01,61.41234231212037,29.399668855924936,2.3,,,480.0,,16.0,2.4,S2_FI_00000043,2024-08-06,0.0,60.432649,44.6693954220926,169.65775268559,,,35VNH,S2A_MSIL2A_20240806T094031_R036_T35VNH_20240806T115350,2.3,8.9,7.5,,83.0,7.400000000000001,3.8,20.3,480.0,,16.0,2.4,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000044,10060,10060,2023-08-01,61.41234231212037,29.399668855924936,2.3,,,480.0,,16.0,2.4,S2_FI_00000044,2024-09-02,1.0,62.506127,53.5543563379985,169.525517597413,,,35VNH,S2A_MSIL2A_20240902T093031_R136_T35VNH_20240902T124949,2.3,8.9,7.5,,83.0,7.400000000000001,3.8,20.3,480.0,,16.0,2.4,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000045,10060,10060,2023-08-01,61.41234231212037,29.399668855924936,2.3,,,480.0,,16.0,2.4,S2_FI_00000045,2024-09-30,1.0,6.764941,63.9655152771795,176.044079053068,,,35VNH,S2B_MSIL2A_20240930T094029_R036_T35VNH_20240930T125406,2.3,8.9,7.5,,83.0,7.400000000000001,3.8,20.3,480.0,,16.0,2.4,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000046,10060,10060,2023-08-01,61.41234231212037,29.399668855924936,2.3,,,480.0,,16.0,2.4,S2_FI_00000046,2024-11-06,0.0,100.0,77.1054745287643,175.537592344122,,,35VNH,S2B_MSIL2A_20241106T093059_R136_T35VNH_20241106T110328,2.3,8.9,7.5,,83.0,7.400000000000001,3.8,20.3,480.0,,16.0,2.4,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000047,10060,10060,2023-08-01,61.41234231212037,29.399668855924936,2.3,,,480.0,,16.0,2.4,S2_FI_00000047,2024-12-06,3.0,93.714082,83.5688864322581,174.062696874444,,,35VNH,S2B_MSIL2A_20241206T093309_R136_T35VNH_20241206T103412,2.3,8.9,7.5,,83.0,7.400000000000001,3.8,20.3,480.0,,16.0,2.4,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
FI_00000048,10060,10060,2023-09-05,61.41234231212037,29.399668855924936,2.3,,,380.0,,14.0,2.3,S2_FI_00000048,2023-01-09,1.0,99.982816,83.1955587192166,172.675740224137,,,35VNH,S2B_MSIL2A_20230109T094259_R036_T35VNH_20240810T094942,2.3,10.0,7.900000000000001,,84.0,7.400000000000001,2.7,18.4,380.0,,14.0,2.3,0.3,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0
