sample_id,station_id,lake_id,sample_date,lat,lon,chl_a,doc,secchi_depth,tn,toc,tp,turbidity,chl_a_ext,conductivity,dissolved_oxygen,doc_ext,oxygen_saturation,ph,suspended_solids,temperature,tn_ext,toc_ext,tp_ext,turbidity_ext,depth_layer,name,lakename,municipality,Municipal,EnvironmentType,WaterManagementAreaCode,WaterManagementArea,WaterbasinCode,Waterbasin,WaterbodyType,WaterbodyType_Id,sample_id_eo,lake_id_eo,sample_date_eo,lat_eo,lon_eo,chl_a_eo,doc_eo,secchi_depth_eo,tn_eo,toc_eo,tp_eo,turbidity_eo,eo_id,acquisition_date,abs_day_diff,s2_cloud_cover,s2_solar_zenith,s2_solar_azimuth,s2_view_zenith,s2_view_azimuth,s2_mgrs_tile,s2_item_id,chl_a_ext_eo,conductivity_eo,dissolved_oxygen_eo,doc_ext_eo,oxygen_saturation_eo,ph_eo,suspended_solids_eo,temperature_eo,tn_ext_eo,toc_ext_eo,tp_ext_eo,turbidity_ext_eo,depth_layer_eo,name_eo,lakename_eo,municipality_eo,Municipal_eo,EnvironmentType_eo,WaterManagementAreaCode_eo,WaterManagementArea_eo,WaterbasinCode_eo,Waterbasin_eo,WaterbodyType_eo,WaterbodyType_Id_eo,temporal_feature_status,temporal_feature_error,img_t0_offset_days,img_t0_acq_date,img_t0_day_diff,img_t0_cloud,img_t0_item_id,img_t0_b02,img_t0_b03,img_t0_b04,img_t0_b08,img_t1_offset_days,img_t1_acq_date,img_t1_day_diff,img_t1_cloud,img_t1_item_id,img_t1_b02,img_t1_b03,img_t1_b04,img_t1_b08,img_t2_offset_days,img_t2_acq_date,img_t2_day_diff,img_t2_cloud,img_t2_item_id,img_t2_b02,img_t2_b03,img_t2_b04,img_t2_b08,img_t3_offset_days,img_t3_acq_date,img_t3_day_diff,img_t3_cloud,img_t3_item_id,img_t3_b02,img_t3_b03,img_t3_b04,img_t3_b08,img_t4_offset_days,img_t4_acq_date,img_t4_day_diff,img_t4_cloud,img_t4_item_id,img_t4_b02,img_t4_b03,img_t4_b04,img_t4_b08,img_t5_offset_days,img_t5_acq_date,img_t5_day_diff,img_t5_cloud,img_t5_item_id,img_t5_b02,img_t5_b03,img_t5_b04,img_t5_b08,img_t6_offset_days,img_t6_acq_date,img_t6_day_diff,img_t6_cloud,img_t6_item_id,img_t6_b02,img_t6_b03,img_t6_b04,img_t6_b08,img_t7_offset_days,img_t7_acq_date,img_t7_day_diff,img_t7_cloud,img_t7_item_id,img_t7_b02,img_t7_b03,img_t7_b04,img_t7_b08,img_t8_offset_days,img_t8_acq_date,img_t8_day_diff,img_t8_cloud,img_t8_item_id,img_t8_b02,img_t8_b03,img_t8_b04,img_t8_b08,chip_path,chip_image_path,chip_status,chip_reason,s2_item_id_chip,acquisition_date_chip,abs_day_diff_chip,s2_cloud_cover_chip,s2_solar_zenith_chip,chip_nodata_ratio,chip_size,chip_overlap_stride_pixels,chip_offset_x_px,chip_offset_y_px,chip_overlap_candidates,chip_bands
FI_00000084,10060,10060,2024-03-05,61.41234231212037,29.399668855924936,,,,500.0,,12.0,1.2,,9.8,13.699999999999998,,96.0,7.5,1.0,0.9,500.0,,12.0,1.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000014,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000014,2024-03-04,1,98.448539,68.0964564356208,172.654905785832,,,36VUP,S2B_MSIL2A_20240304T093749_R036_T36VUP_20240304T125250,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,7,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000085,10060,10060,2024-03-05,61.41234231212037,29.399668855924936,,,,500.0,,12.0,1.2,,9.8,13.699999999999998,,96.0,7.5,1.0,0.9,500.0,,12.0,1.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000014,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000014,2024-03-04,1,98.448539,68.0964564356208,172.654905785832,,,36VUP,S2B_MSIL2A_20240304T093749_R036_T36VUP_20240304T125250,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,7,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000086,10060,10060,2024-03-05,61.41234231212037,29.399668855924936,,,,500.0,,12.0,1.2,,9.8,13.699999999999998,,96.0,7.5,1.0,0.9,500.0,,12.0,1.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000014,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000014,2024-03-04,1,98.448539,68.0964564356208,172.654905785832,,,36VUP,S2B_MSIL2A_20240304T093749_R036_T36VUP_20240304T125250,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,7,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000087,10060,10060,2024-03-05,61.41234231212037,29.399668855924936,,,,500.0,,12.0,1.2,,9.8,13.699999999999998,,96.0,7.5,1.0,0.9,500.0,,12.0,1.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000014,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000014,2024-03-04,1,98.448539,68.0964564356208,172.654905785832,,,36VUP,S2B_MSIL2A_20240304T093749_R036_T36VUP_20240304T125250,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,7,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000088,10060,10060,2024-03-05,61.41234231212037,29.399668855924936,,,,500.0,,12.0,1.2,,9.8,13.699999999999998,,96.0,7.5,1.0,0.9,500.0,,12.0,1.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000014,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000014,2024-03-04,1,98.448539,68.0964564356208,172.654905785832,,,36VUP,S2B_MSIL2A_20240304T093749_R036_T36VUP_20240304T125250,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,7,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000089,10060,10060,2024-03-05,61.41234231212037,29.399668855924936,,,,500.0,,12.0,1.2,,9.8,13.699999999999998,,96.0,7.5,1.0,0.9,500.0,,12.0,1.2,0.4,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000014,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000014,2024-03-04,1,98.448539,68.0964564356208,172.654905785832,,,36VUP,S2B_MSIL2A_20240304T093749_R036_T36VUP_20240304T125250,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,7,2024-03-11,1.0,37.47918,S2B_MSIL2A_20240311T092709_R136_T35VPJ_20240311T141201,2346.0,2396.0,2676.0,4544.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000090,10060,10060,2024-04-02,61.41234231212037,29.399668855924936,2.0,,,740.0,,28.0,11.0,2.0,7.599999999999999,12.199999999999998,,88.0,7.2,11.0,2.0,740.0,,28.0,11.0,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000015,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000015,2024-04-03,1,98.026425,56.2515713826813,174.333996500009,,,36VUP,S2B_MSIL2A_20240403T093549_R036_T36VUP_20240403T123347,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,7,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000091,10060,10060,2024-04-02,61.41234231212037,29.399668855924936,2.0,,,740.0,,28.0,11.0,2.0,7.599999999999999,12.199999999999998,,88.0,7.2,11.0,2.0,740.0,,28.0,11.0,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000015,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000015,2024-04-03,1,98.026425,56.2515713826813,174.333996500009,,,36VUP,S2B_MSIL2A_20240403T093549_R036_T36VUP_20240403T123347,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,7,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000092,10060,10060,2024-04-02,61.41234231212037,29.399668855924936,2.0,,,740.0,,28.0,11.0,2.0,7.599999999999999,12.199999999999998,,88.0,7.2,11.0,2.0,740.0,,28.0,11.0,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000015,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000015,2024-04-03,1,98.026425,56.2515713826813,174.333996500009,,,36VUP,S2B_MSIL2A_20240403T093549_R036_T36VUP_20240403T123347,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,7,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000093,10060,10060,2024-04-02,61.41234231212037,29.399668855924936,2.0,,,740.0,,28.0,11.0,2.0,7.599999999999999,12.199999999999998,,88.0,7.2,11.0,2.0,740.0,,28.0,11.0,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000015,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000015,2024-04-03,1,98.026425,56.2515713826813,174.333996500009,,,36VUP,S2B_MSIL2A_20240403T093549_R036_T36VUP_20240403T123347,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,7,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000094,10060,10060,2024-04-02,61.41234231212037,29.399668855924936,2.0,,,740.0,,28.0,11.0,2.0,7.599999999999999,12.199999999999998,,88.0,7.2,11.0,2.0,740.0,,28.0,11.0,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000015,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000015,2024-04-03,1,98.026425,56.2515713826813,174.333996500009,,,36VUP,S2B_MSIL2A_20240403T093549_R036_T36VUP_20240403T123347,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,7,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000095,10060,10060,2024-04-02,61.41234231212037,29.399668855924936,2.0,,,740.0,,28.0,11.0,2.0,7.599999999999999,12.199999999999998,,88.0,7.2,11.0,2.0,740.0,,28.0,11.0,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000015,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000015,2024-04-03,1,98.026425,56.2515713826813,174.333996500009,,,36VUP,S2B_MSIL2A_20240403T093549_R036_T36VUP_20240403T123347,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,ok,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,7,2024-04-08,1.0,3.287974,S2A_MSIL2A_20240408T094031_R036_T35VPJ_20240410T215120,1758.0,1932.0,2062.0,3618.0,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000096,10060,10060,2024-05-07,61.41234231212037,29.399668855924936,1.7,,,420.0,,14.0,1.8,1.7,7.5,11.800000000000002,,97.0,7.3,4.5,6.8,420.0,,14.0,1.8,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000016,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000016,2024-05-08,1,60.460007,44.489601501528,175.846140210308,,,36VUP,S2A_MSIL2A_20240508T094031_R036_T36VUP_20240508T152414,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,no_match,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000097,10060,10060,2024-05-07,61.41234231212037,29.399668855924936,1.7,,,420.0,,14.0,1.8,1.7,7.5,11.800000000000002,,97.0,7.3,4.5,6.8,420.0,,14.0,1.8,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000016,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000016,2024-05-08,1,60.460007,44.489601501528,175.846140210308,,,36VUP,S2A_MSIL2A_20240508T094031_R036_T36VUP_20240508T152414,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,no_match,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000098,10060,10060,2024-05-07,61.41234231212037,29.399668855924936,1.7,,,420.0,,14.0,1.8,1.7,7.5,11.800000000000002,,97.0,7.3,4.5,6.8,420.0,,14.0,1.8,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000016,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000016,2024-05-08,1,60.460007,44.489601501528,175.846140210308,,,36VUP,S2A_MSIL2A_20240508T094031_R036_T36VUP_20240508T152414,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,no_match,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000099,10060,10060,2024-05-07,61.41234231212037,29.399668855924936,1.7,,,420.0,,14.0,1.8,1.7,7.5,11.800000000000002,,97.0,7.3,4.5,6.8,420.0,,14.0,1.8,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000016,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000016,2024-05-08,1,60.460007,44.489601501528,175.846140210308,,,36VUP,S2A_MSIL2A_20240508T094031_R036_T36VUP_20240508T152414,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,no_match,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000100,10060,10060,2024-05-07,61.41234231212037,29.399668855924936,1.7,,,420.0,,14.0,1.8,1.7,7.5,11.800000000000002,,97.0,7.3,4.5,6.8,420.0,,14.0,1.8,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000016,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000016,2024-05-08,1,60.460007,44.489601501528,175.846140210308,,,36VUP,S2A_MSIL2A_20240508T094031_R036_T36VUP_20240508T152414,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,no_match,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000101,10060,10060,2024-05-07,61.41234231212037,29.399668855924936,1.7,,,420.0,,14.0,1.8,1.7,7.5,11.800000000000002,,97.0,7.3,4.5,6.8,420.0,,14.0,1.8,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,FI_00000016,10060,2023-03-01,61.41234231212037,29.399668855924936,,,,440.0,,10.0,0.97,S2_FI_00000016,2024-05-08,1,60.460007,44.489601501528,175.846140210308,,,36VUP,S2A_MSIL2A_20240508T094031_R036_T36VUP_20240508T152414,,9.9,13.300000000000002,,93.0,7.3,1.0,0.8000000000000002,440.0,,10.0,0.97,0.5,Hiitolanjoki rajav 002,,Rautjärvi,Rautjärvi,River,VHA1,Vuoksen vesienhoitoalue,3.011,Kokkolanjoen a,Suuret kangasmaiden joet,108.0,no_match,,-7,,,,,,,,,-5,,,,,,,,,-3,,,,,,,,,-1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,3,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
